seed,train_epochs,noise_multiplier,dp_enabled,clip_norm,test_acc,mse,cosine_sim,feat_corr,dlg_iters
1,10,0.0,False,0.0,0.573460180857859,0.06470025330781937,0.006977575831115246,0.0192964561618911,300
1,10,0.005,True,1.0,0.817504777342781,0.048565302044153214,0.0066946581937372684,0.01812707550559425,300
1,10,0.01,True,1.0,0.8014352535774628,0.049444787204265594,0.0060456376522779465,0.019052906398796306,300
1,10,0.02,True,1.0,0.6643353865603352,0.05167226493358612,0.0025446948129683733,0.018321326396660682,300
1,10,0.05,True,1.0,0.5951615365292665,0.07256412506103516,0.002798971254378557,0.018334016397905196,300
1,30,0.0,False,0.0,0.7748331420016639,0.046033620834350586,0.006714584771543741,0.01872511845189946,300
1,30,0.005,True,1.0,0.846318772442897,0.05857725068926811,0.00511518307030201,0.01840791020591971,300
1,30,0.01,True,1.0,0.842665137798191,0.056088779121637344,0.008155664429068565,0.02006531729226301,300
1,30,0.02,True,1.0,0.8363192777982642,0.06320171058177948,0.004858625121414661,0.01860669969000353,300
1,30,0.05,True,1.0,0.8004409291170225,0.08723624795675278,0.003975376952439547,0.01898290301668629,300
1,100,0.0,False,0.0,0.8120114440281202,0.03789191320538521,0.0008779099443927407,0.016578851483993077,300
1,100,0.005,True,1.0,0.8449943264708374,0.055620454251766205,0.006685164757072926,0.019142085022770455,300
1,100,0.01,True,1.0,0.8473599483639495,0.06575629115104675,0.0060565960593521595,0.018052476647445678,300
1,100,0.02,True,1.0,0.840189961479699,0.07805750519037247,0.006141404155641794,0.01990616513230207,300
1,100,0.05,True,1.0,0.8275581264692949,0.08595653623342514,0.00374689232558012,0.019334608525651546,300
2,10,0.0,False,0.0,0.617192535439206,0.06681236624717712,0.0053574698977172375,0.017919355624222394,300
2,10,0.005,True,1.0,0.7169301641267326,0.046962350606918335,0.00354531011544168,0.019195041251453156,300
2,10,0.01,True,1.0,0.6828373338016914,0.0472167544066906,0.0005767907132394612,0.01773002516649654,300
2,10,0.02,True,1.0,0.6614402169302667,0.052487362176179886,0.0013847590889781713,0.01805733230693048,300
2,10,0.05,True,1.0,0.5965139716538659,0.07226715981960297,0.0022000279277563095,0.017729215908072894,300
2,30,0.0,False,0.0,0.7972779616161069,0.044955551624298096,0.0014267557999119163,0.018611719335166213,300
2,30,0.005,True,1.0,0.8437387285642707,0.054664526134729385,0.0016097510233521461,0.018980570189701552,300
2,30,0.01,True,1.0,0.8330008024139615,0.05731998011469841,0.004838361404836178,0.01897116233215705,300
2,30,0.02,True,1.0,0.8342972216847013,0.054257746785879135,0.003983532078564167,0.018379731817988854,300
2,30,0.05,True,1.0,0.7909660264777865,0.0848415195941925,0.00383656844496727,0.017188531558964503,300
2,100,0.0,False,0.0,0.8166087690041565,0.03890165686607361,-0.0023388296831399202,0.018317590714017746,300
2,100,0.005,True,1.0,0.8380640133729407,0.054453492164611816,0.0021559714805334806,0.0198109010542143,300
2,100,0.01,True,1.0,0.8399378152256861,0.058833952993154526,0.005670787766575813,0.018338786034310814,300
2,100,0.02,True,1.0,0.8406127521768875,0.06809474527835846,0.006020719185471535,0.0195860738163572,300
2,100,0.05,True,1.0,0.8191834080017937,0.0697905570268631,0.0020280410535633564,0.016706537831633454,300
3,10,0.0,False,0.0,0.6610308218396519,0.07201550155878067,0.011134007014334202,0.02059438563198669,300
3,10,0.005,True,1.0,0.8015336231581487,0.046325311064720154,0.006737147457897663,0.02074054627302339,300
3,10,0.01,True,1.0,0.7995023979384692,0.050164151936769485,0.003589729079976678,0.01982837363787361,300
3,10,0.02,True,1.0,0.776456696312296,0.05380457267165184,0.0038618226535618305,0.01923187195173848,300
3,10,0.05,True,1.0,0.5958057401291152,0.07360082864761353,0.0011090688640251756,0.01720387587510862,300
3,30,0.0,False,0.0,0.8395314837630262,0.048716120421886444,0.005344543140381575,0.019412232949305476,300
3,30,0.005,True,1.0,0.8424627966466526,0.05364259332418442,0.0047714486718177795,0.017954079974130913,300
3,30,0.01,True,1.0,0.8415293120531353,0.060056909918785095,0.004825609736144543,0.019667750361267024,300
3,30,0.02,True,1.0,0.8357140781363459,0.06039885804057121,0.00790622178465128,0.019445492166580692,300
3,30,0.05,True,1.0,0.7941835179056607,0.08787459135055542,0.004742518533021212,0.018113091116492615,300
3,100,0.0,False,0.0,0.8279897319912007,0.03663177415728569,-0.003132806159555912,0.017566231017054526,300
3,100,0.005,True,1.0,0.8413345427229444,0.0539870411157608,0.006012267898768187,0.020623000472642025,300
3,100,0.01,True,1.0,0.8423962141078487,0.06104160472750664,0.0056203389540314674,0.019238231002249903,300
3,100,0.02,True,1.0,0.8414938137008542,0.07112907618284225,0.006684709805995226,0.01897526731453094,300
3,100,0.05,True,1.0,0.8254354696108869,0.08381880819797516,0.004019379615783691,0.01886735364552356,300
