seed,train_epochs,noise_multiplier,dp_enabled,clip_norm,test_acc,mse,cosine_sim,feat_corr,dlg_iters
1,10,0.0,False,0.0,0.8037453714461108,0.4113541841506958,0.006916765123605728,0.03428437606909463,300
1,10,0.005,True,1.0,0.4349737783000359,0.3998046815395355,0.004144255071878433,0.03092979389299007,300
1,10,0.01,True,1.0,0.4320002822509778,0.4057474136352539,-0.0007332642562687397,0.02915731262159228,300
1,10,0.02,True,1.0,0.3890246042940351,0.4163590371608734,-0.0008859937079250813,0.03257443956969136,300
1,10,0.05,True,1.0,0.3257080006677341,0.4218904972076416,0.0013278438709676266,0.03564900587394623,300
1,30,0.0,False,0.0,0.8409796341260273,0.42160773277282715,0.015371588058769703,0.033350968716729316,300
1,30,0.005,True,1.0,0.8113881108963411,0.4074993133544922,0.0031565651297569275,0.031058085474931295,300
1,30,0.01,True,1.0,0.5944390037636352,0.4188685715198517,-0.0027072790544480085,0.03187019884119681,300
1,30,0.02,True,1.0,0.44855459536602293,0.4177733361721039,0.009076850488781929,0.03180112765955229,300
1,30,0.05,True,1.0,0.43335498566721004,0.4391459822654724,-0.0024701200891286135,0.03413070966432776,300
1,100,0.0,False,0.0,0.9200132927551768,0.4080025851726532,0.008930831216275692,0.03492028569860101,300
1,100,0.005,True,1.0,0.8412992891065436,0.4163287878036499,0.010493870824575424,0.03336043736858965,300
1,100,0.01,True,1.0,0.8360778130581175,0.42832207679748535,0.011096841655671597,0.03974322648578405,300
1,100,0.02,True,1.0,0.8168209751369127,0.44702810049057007,0.0028812717646360397,0.035177931352140535,300
1,100,0.05,True,1.0,0.6138893863734076,0.47384780645370483,0.0006122137419879436,0.032625868486542454,300
2,10,0.0,False,0.0,0.8158768488457,0.3882536292076111,0.007868530228734016,0.03687429311459207,300
2,10,0.005,True,1.0,0.44941305292587663,0.3786199688911438,0.009776917286217213,0.036369722658064055,300
2,10,0.01,True,1.0,0.43555386287714143,0.38189032673835754,0.010217312723398209,0.029131109441688032,300
2,10,0.02,True,1.0,0.3691293704704522,0.3941168487071991,-0.0012776870280504227,0.03107707828183922,300
2,10,0.05,True,1.0,0.27596786456559996,0.40064677596092224,0.001797531615011394,0.03168000335502063,300
2,30,0.0,False,0.0,0.8423097434152965,0.3874751031398773,0.010317286476492882,0.02966888019897258,300
2,30,0.005,True,1.0,0.8125823213929444,0.39624160528182983,0.010086821392178535,0.03772805083160858,300
2,30,0.01,True,1.0,0.6860443014880412,0.3871711194515228,-0.0011981705902144313,0.03036970268857556,300
2,30,0.02,True,1.0,0.45036232520162667,0.40083473920822144,-0.008750694803893566,0.031792249949350655,300
2,30,0.05,True,1.0,0.41904654747909964,0.409342885017395,0.006470600143074989,0.03411616384110494,300
2,100,0.0,False,0.0,0.9178101620019651,0.38582900166511536,0.00100554502569139,0.030477336107613967,300
2,100,0.005,True,1.0,0.8442849157059115,0.39711445569992065,0.01107354648411274,0.036456632347630726,300
2,100,0.01,True,1.0,0.838881094097312,0.40915369987487793,-0.005431344732642174,0.03699511683970087,300
2,100,0.02,True,1.0,0.8287219845313653,0.4321325719356537,0.002052661497145891,0.03319334539146062,300
2,100,0.05,True,1.0,0.6454973328113556,0.4562166929244995,0.001660662004724145,0.03313421237840182,300
3,10,0.0,False,0.0,0.816905721558465,0.38827311992645264,0.011820546351373196,0.035241228552571044,300
3,10,0.005,True,1.0,0.4378955820923538,0.39177095890045166,-0.006856578402221203,0.036723383016938164,300
3,10,0.01,True,1.0,0.4389951423414392,0.38880449533462524,-0.0005262754857540131,0.02847295957680732,300
3,10,0.02,True,1.0,0.3202327423352821,0.39762040972709656,0.003964930772781372,0.03029395458191296,300
3,10,0.05,True,1.0,0.2824504233964908,0.40250638127326965,0.000658201752230525,0.033439560370856124,300
3,30,0.0,False,0.0,0.8619946476524952,0.4061754047870636,0.006329094059765339,0.03744903921826409,300
3,30,0.005,True,1.0,0.8086886882704067,0.3954354226589203,-0.001632670871913433,0.032289337061313615,300
3,30,0.01,True,1.0,0.5931310577330247,0.3970530033111572,-0.005629691295325756,0.03081866614618842,300
3,30,0.02,True,1.0,0.44686420301206753,0.4009256362915039,0.005973511375486851,0.03044753745905589,300
3,30,0.05,True,1.0,0.4222967501247631,0.415602445602417,0.0030934931710362434,0.03504210967404091,300
3,100,0.0,False,0.0,0.9162805437418371,0.4748404026031494,0.018766973167657852,0.046089484989609075,300
3,100,0.005,True,1.0,0.8442789317579831,0.40325894951820374,0.010287875309586525,0.03517906753790246,300
3,100,0.01,True,1.0,0.8406727224393609,0.4103071391582489,0.0006990227848291397,0.035973585932851035,300
3,100,0.02,True,1.0,0.8267621273230883,0.43074846267700195,-0.0008648222428746521,0.03310569140666146,300
3,100,0.05,True,1.0,0.6405672116840586,0.45922356843948364,0.0009811347117647529,0.031237112806358443,300
